age,bedroom,city,date,func,latitude,location,longitude,meterage,parking,price,price_per_meter,properties,region,region_city_loc,title,type
"12,  ساله","2,  خوابه",,5 ساعت پیش,آپارتمان/برج,35.731939,,51.4127613,"75,  متر","1,  پارکینگ",9.2 میلیارد,,مسکونی,,تهران ، منطقه 3 ، شریعتی - ظفر,75 متر / شریعتی / خوش نقشه/ انباری خیلی خیلی بزرگ,مسکونی
"12,  ساله","2,  خوابه",,5 ساعت پیش,آپارتمان/برج,35.731939,,51.4127613,"110,  متر","1,  پارکینگ",13.7 میلیارد,,مسکونی,,تهران ، منطقه 1 ، منظریه,110 متر / منظریه / 3 جهت نور/ 2 پارکینگ,مسکونی
 ساله,"2,  خوابه",,5 ساعت پیش,آپارتمان/برج,35.731939,,51.4127613,"97,  متر"," پارکینگ, 23",7.9 میلیارد,,مسکونی,,تهران ، منطقه 3 ، دولت - کلاهدوز,97 متر / دولت ( کلاهدوز) / خوش نقشه/ دو جهت نور,مسکونی
"10,  ساله","2,  خوابه",,5 ساعت پیش,آپارتمان/برج,35.731939,,51.4127613,"100,  متر","1,  پارکینگ",11.2 میلیارد,,مسکونی,,تهران ، منطقه 3 ، دیباجی جنوبی,100 متر / دیباجی جنوبی/ خوش نقشه/ بدون دیوار مشترک,مسکونی
"15,  ساله","2,  خوابه",,5 ساعت پیش,آپارتمان/برج,35.731939,,51.4127613,"85,  متر","1,  پارکینگ",11.3 میلیارد,,مسکونی,,تهران ، منطقه 3 ، بلوار میرداماد,85 متر / میرداماد/ خوش نقشه / نور جنوب,مسکونی
"8,  ساله","2,  خوابه",,5 ساعت پیش,آپارتمان/برج,35.731939,,51.4127613,"85,  متر","1,  پارکینگ",11.2 میلیارد,,مسکونی,,تهران ، منطقه 3 ، دولت - کلاهدوز,85 متر / دولت ( کلاهدوز ) / تک واحدی / خوش نقشه,مسکونی
"15,  ساله","2,  خوابه",,5 ساعت پیش,آپارتمان/برج,35.731939,,51.4127613,"118,  متر","1,  پارکینگ",14.5 میلیارد,,مسکونی,,تهران ، منطقه 3 ، دولت - کلاهدوز,118 متر / منظریه/ 2 جهت نور / 25 متر حیاط اختصاصی,مسکونی
"4,  ساله","2,  خوابه",,5 ساعت پیش,آپارتمان/برج,35.731939,,51.4127613,"112,  متر","2,  پارکینگ",14 میلیارد,,مسکونی,,تهران ، منطقه 3 ، اختیاریه,112 متر / اختیاریه/ کم واحد / بازسازی مدرن,مسکونی
"15,  ساله","2,  خوابه",,5 ساعت پیش,آپارتمان/برج,35.731939,,51.4127613,"100,  متر","1,  پارکینگ",14.1 میلیارد,,مسکونی,,تهران ، منطقه 4 ، پاسداران,100 متر / پاسداران/ بالکن دار / رو به آفتاب,مسکونی
"12,  ساله","2,  خوابه",,5 ساعت پیش,آپارتمان/برج,35.731939,,51.4127613,"90,  متر","1,  پارکینگ",10.3 میلیارد,,مسکونی,,تهران ، منطقه 3 ، دیباجی جنوبی,90 متر / دیباجی جنوبی/ خوش نقشه/ بدون دیوار مشترک,مسکونی
"12,  ساله","2,  خوابه",,5 ساعت پیش,آپارتمان/برج,35.731939,,51.4127613,"75,  متر","1,  پارکینگ",9.2 میلیارد,,مسکونی,,تهران ، منطقه 3 ، دولت - کلاهدوز,75 متر / شریعتی / دسترسی بالا/ 20 متر انباری,مسکونی
"12,  ساله","2,  خوابه",,5 ساعت پیش,آپارتمان/برج,35.731939,,51.4127613,"100,  متر","1,  پارکینگ",11.2 میلیارد,,مسکونی,,تهران ، منطقه 3 ، دیباجی جنوبی,100 متر / دیباجی جنوبی/ خوش نقشه/ بدون دیوار مشترک,مسکونی
"10,  ساله","2,  خوابه",,5 ساعت پیش,آپارتمان/برج,35.731939,,51.4127613,"100,  متر","1,  پارکینگ",10.2 میلیارد,,مسکونی,,تهران ، منطقه 3 ، درب دوم,100 متر / قلندری/ خوش نقشه/ بالکن دار,مسکونی
"18,  ساله","2,  خوابه",,5 ساعت پیش,آپارتمان/برج,35.731939,,51.4127613,"86,  متر","1,  پارکینگ",9.5 میلیارد,,مسکونی,,تهران ، منطقه 3 ، دولت - کلاهدوز,86 متر / کیکاووس/ دو جهت نور / بالکن دار,مسکونی
"14,  ساله","2,  خوابه",,5 ساعت پیش,آپارتمان/برج,35.731939,,51.4127613,"97,  متر","1,  پارکینگ",11.8 میلیارد,,مسکونی,,تهران ، منطقه 3 ، دیباجی جنوبی,97 متر/ دیباجی جنوبی/ بالکن دار/ دریایی نور,مسکونی
"16,  ساله","2,  خوابه",,5 ساعت پیش,آپارتمان/برج,35.731939,,51.4127613,"100,  متر","1,  پارکینگ",9 میلیارد,,مسکونی,,تهران ، منطقه 3 ، درب دوم,100 متر / قلندری / تک واحدی ,مسکونی
"4,  ساله","2,  خوابه",,5 ساعت پیش,آپارتمان/برج,35.731939,,51.4127613,"110,  متر","1,  پارکینگ",15.9 میلیارد,,مسکونی,,تهران ، منطقه 1 ، قیطریه,110 متر / قلندری/ خوش نقشه/ مشاعات در خور,مسکونی
"12,  ساله","2,  خوابه",,5 ساعت پیش,آپارتمان/برج,35.731939,,51.4127613,"90,  متر","1,  پارکینگ",11.6 میلیارد,,مسکونی,,تهران ، منطقه 3 ، درب دوم,100 متر / قلندری / بازسازی مدرن,مسکونی
"8,  ساله","2,  خوابه",,5 ساعت پیش,آپارتمان/برج,35.731939,,51.4127613,"72,  متر","1,  پارکینگ",9.3 میلیارد,,مسکونی,,تهران ، منطقه 3 ، قلهک,72 متر / قلهک/ دریایی نور/ بالکن دار,مسکونی
"18,  ساله","2,  خوابه",,5 ساعت پیش,آپارتمان/برج,35.731939,,51.4127613,"90,  متر","1,  پارکینگ",10.2 میلیارد,,مسکونی,,تهران ، منطقه 3 ، دولت - کلاهدوز,90 متر / کیکاووس / تک واحدی ,مسکونی
"11,  ساله","2,  خوابه",,5 ساعت پیش,آپارتمان/برج,35.731939,,51.4127613,"100,  متر","1,  پارکینگ",11 میلیارد,,مسکونی,,تهران ، منطقه 3 ، درب دوم,100 متر / قلندری / بالکن دار,مسکونی
 ساله,"2,  خوابه",,5 ساعت پیش,آپارتمان/برج,35.731939,,51.4127613,"100,  متر"," پارکینگ, 25",7.8 میلیارد,,مسکونی,,تهران ، منطقه 3 ، اختیاریه,100 متر / اختیاریه / تک واحدی / قدرالسهم دار,مسکونی
"14,  ساله","1,  خوابه",,5 ساعت پیش,آپارتمان/برج,35.731939,,51.4127613,"75,  متر","1,  پارکینگ",12 میلیارد,,مسکونی,,تهران ، منطقه 3 ، دروس,75 متر / دروس / دو جهت نور,مسکونی
"16,  ساله","2,  خوابه",,5 ساعت پیش,آپارتمان/برج,35.731939,,51.4127613,"98,  متر","1,  پارکینگ",11.5 میلیارد,,مسکونی,,تهران ، منطقه 4 ، پاسداران,98 متر / پاسداران / کم واحد,مسکونی
 ساله,"1,  خوابه",,5 ساعت پیش,آپارتمان/برج,35.731939,,51.4127613,"70,  متر"," پارکینگ, 16",7.5 میلیارد,,مسکونی,,تهران ، منطقه 3 ، شریعتی - ظفر,70 متر / شریعتی / کم واحد / دسترسی بالا,مسکونی
"12,  ساله","2,  خوابه",,5 ساعت پیش,آپارتمان/برج,35.731939,,51.4127613,"87,  متر","1,  پارکینگ",11.6 میلیارد,,مسکونی,,تهران ، منطقه 3 ، دولت - کلاهدوز,87 متر / قلندری / بالکن دار,مسکونی
"6,  ساله","2,  خوابه",,5 ساعت پیش,آپارتمان/برج,35.731939,,51.4127613,"99,  متر","1,  پارکینگ",9 میلیارد,90.9 میلیون,مسکونی,,تهران ، منطقه 5 ، سازمان برنامه مرکزی,99 متر/سازمان مرکز/2خواب/سرمایه گذاری,مسکونی
"12,  ساله","2,  خوابه",,5 ساعت پیش,آپارتمان/برج,35.731939,,51.4127613,"101,  متر","1,  پارکینگ",10 میلیارد,,مسکونی,,تهران ، منطقه 2 ، پونک,101متر پونک تاپ لوکیشن ,مسکونی
 ساله,"2,  خوابه",,5 ساعت پیش,آپارتمان/برج,35.731939,,51.4127613,"120,  متر","1,  پارکینگ",17.3 میلیارد,,مسکونی,,تهران ، منطقه 3 ، دیباجی جنوبی,120 متر / پاسداران / کلید نخورده,مسکونی
"12,  ساله","2,  خوابه",,5 ساعت پیش,آپارتمان/برج,35.731939,,51.4127613,"100,  متر","1,  پارکینگ",10 میلیارد,,مسکونی,,تهران ، منطقه 2 ، پونک,فروش آپارتمان/برج 2 خوابه در پونک ,مسکونی
"16,  ساله","2,  خوابه",,5 ساعت پیش,آپارتمان/برج,35.731939,,51.4127613,"110,  متر","2,  پارکینگ",13.5 میلیارد,,مسکونی,,تهران ، منطقه 1 ، قیطریه,110 متر / منظریه / دو جهت نور / 2 پارکینگ,مسکونی
"14,  ساله","2,  خوابه",,5 ساعت پیش,آپارتمان/برج,35.731939,,51.4127613,"82,  متر","1,  پارکینگ",7.5 میلیارد,,مسکونی,,تهران ، منطقه 5 ، پونک شمالی,پونک82 متر دوخواب فول امکانات ,مسکونی
"4,  ساله","2,  خوابه",,5 ساعت پیش,آپارتمان/برج,35.731939,,51.4127613,"74,  متر","1,  پارکینگ",6.9 میلیارد,93.2 میلیون,مسکونی,,تهران ، منطقه 5 ، پونک شمالی,74 متر 2 خواب / 4 ساله / فول امکانات,مسکونی
"12,  ساله","2,  خوابه",,5 ساعت پیش,آپارتمان/برج,35.731939,,51.4127613,"102,  متر","1,  پارکینگ",9.9 میلیارد,,مسکونی,,تهران ، منطقه 2 ، پونک,102متری پونک همیلا,مسکونی
"1,  ساله","2,  خوابه",,5 ساعت پیش,آپارتمان/برج,35.731939,,51.4127613,"100,  متر","1,  پارکینگ",10.2 میلیارد,102 میلیون,مسکونی,,تهران ، منطقه 2 ، پونک,100 متر‌/ پونک همیلا / نوساز,مسکونی
"12,  ساله","2,  خوابه",,5 ساعت پیش,آپارتمان/برج,35.731939,,51.4127613,"103,  متر","1,  پارکینگ",9.9 میلیارد,,مسکونی,,تهران ، منطقه 5 ، پونک شمالی,103مترب همیلا خوش نقشه ,مسکونی
"6,  ساله","2,  خوابه",,5 ساعت پیش,آپارتمان/برج,35.731939,,51.4127613,"75,  متر","1,  پارکینگ",8.4 میلیارد,112 میلیون,مسکونی,,تهران ، منطقه 5 ، پونک جنوبی,75 متر 2 خواب / در حد نوساز/کم واحد / اشرفی اصفهانی ,مسکونی
"14,  ساله","3,  خوابه",,5 ساعت پیش,آپارتمان/برج,35.731939,,51.4127613,"189,  متر","2,  پارکینگ",15.2 میلیارد,,مسکونی,,تهران ، منطقه 5 ، شهران جنوبی,"189متر شهران/طوقانی,بدون مشرف ",مسکونی
"2,  ساله","2,  خوابه",,5 ساعت پیش,آپارتمان/برج,35.731939,,51.4127613,"100,  متر","1,  پارکینگ",10.9 میلیارد,,مسکونی,,تهران ، منطقه 5 ، جنت اباد,100متر دو خواب جنت اباد جنوبی فول امکانات ,مسکونی
"2,  ساله","2,  خوابه",,5 ساعت پیش,آپارتمان/برج,35.731939,,51.4127613,"100,  متر","1,  پارکینگ",10.9 میلیارد,,مسکونی,,تهران ، منطقه 5 ، جنت اباد,100متر دو خواب جنت اباد جنوبی فول امکانات ,مسکونی
"9,  ساله","2,  خوابه",,5 ساعت پیش,آپارتمان/برج,35.731939,,51.4127613,"85,  متر","1,  پارکینگ",6.8 میلیارد,,مسکونی,,تهران ، منطقه 5 ، باغ فیض,85متر/ 2خواب/ نما تراورتن ,مسکونی
 ساله,"2,  خوابه",,5 ساعت پیش,آپارتمان/برج,35.731939,,51.4127613,"120,  متر","1,  پارکینگ",15 میلیارد,,مسکونی,,تهران ، منطقه 22 ، کوهک,عمارت مجلل تخت جمشید در قطب گردشگری پایتخت ,مسکونی
 ساله,"3,  خوابه",,5 ساعت پیش,آپارتمان/برج,35.731939,,51.4127613,"190,  متر","2,  پارکینگ",22.8 میلیارد,,مسکونی,,تهران ، منطقه 22 ، کوهک,190متر . 3 خواب .  نوساز  کلید نخورده . ویو ابدی و بدون مشرف ,مسکونی
 ساله,"2,  خوابه",,5 ساعت پیش,آپارتمان/برج,35.731939,,51.4127613,"94,  متر","1,  پارکینگ",11.3 میلیارد,120 میلیون,مسکونی,,تهران ، منطقه 5 ، بلوار فردوس شرقی,فروش آپارتمان 2 خوابه در بلوار فردوس شرقی - منطقه 5 ,مسکونی
 ساله,"2,  خوابه",,5 ساعت پیش,آپارتمان/برج,35.731939,,51.4127613,"97,  متر","1,  پارکینگ",7 میلیارد,,مسکونی,,تهران ، منطقه 5 ، بلوار فردوس غربی,فروش آپارتمان/ 2 خوابه در بلوار فردوس غربی - منطقه 5 ,مسکونی
 ساله,"2,  خوابه",,5 ساعت پیش,آپارتمان/برج,35.731939,,51.4127613,"83,  متر","1,  پارکینگ",6.4 میلیارد,,مسکونی,,تهران ، منطقه 5 ، بلوار فردوس غربی,فروش آپارتمان/2 خوابه در بلوار فردوس غربی - منطقه 5 ,مسکونی
 ساله,"2,  خوابه",,5 ساعت پیش,آپارتمان/برج,35.731939,,51.4127613,"85,  متر","1,  پارکینگ",11 میلیارد,,مسکونی,,تهران ، منطقه 5 ، بلوار فردوس شرقی,فروش آپارتمان/برج 2 خوابه در بلوار فردوس شرقی - منطقه 5 ,مسکونی
 ساله,"2,  خوابه",,5 ساعت پیش,آپارتمان/برج,35.731939,,51.4127613,"108,  متر","1,  پارکینگ",9 میلیارد,,مسکونی,,تهران ، منطقه 5 ، پونک شمالی,فروش آپارتمان/برج 2 خوابه در پونک شمالی ,مسکونی
 ساله,"2,  خوابه",,5 ساعت پیش,آپارتمان/برج,35.731939,,51.4127613,"107,  متر","1,  پارکینگ",9 میلیارد,,مسکونی,,تهران ، منطقه 5 ، پونک شمالی,فروش آپارتمان/برج 2 خوابه در پونک شمالی ,مسکونی
 ساله,"2,  خوابه",,5 ساعت پیش,آپارتمان/برج,35.731939,,51.4127613,"125,  متر","1,  پارکینگ",0,,مسکونی,,تهران ، منطقه 22 ، شهرک راه اهن - گلستان,فروش  واحد در  برج 2 خوابه  در  گلستان منطقه 22 . سند شخصی . ویو دریاچه ,مسکونی
 ساله,"2,  خوابه",,5 ساعت پیش,آپارتمان/برج,35.731939,,51.4127613,"109,  متر","1,  پارکینگ",9 میلیارد,,مسکونی,,تهران ، منطقه 5 ، پونک جنوبی,فروش آپارتمان/برج 2 خوابه در پونک جنوبی ,مسکونی
 ساله,"2,  خوابه",,5 ساعت پیش,آپارتمان/برج,35.731939,,51.4127613,"104,  متر","1,  پارکینگ",9 میلیارد,,مسکونی,,تهران ، منطقه 5 ، پونک جنوبی,فروش آپارتمان/برج 2 خوابه در پونک جنوبی ,مسکونی
 ساله,"2,  خوابه",,5 ساعت پیش,آپارتمان/برج,35.731939,,51.4127613,"103,  متر","1,  پارکینگ",9 میلیارد,,مسکونی,,تهران ، منطقه 5 ، پونک شمالی,فروش آپارتمان/برج 2 خوابه در پونک شمالی ,مسکونی
 ساله,"2,  خوابه",,5 ساعت پیش,آپارتمان/برج,35.731939,,51.4127613,"105,  متر","1,  پارکینگ",9 میلیارد,,مسکونی,,تهران ، منطقه 5 ، پونک شمالی,فروش آپارتمان/برج 2 خوابه در پونک شمالی ,مسکونی
 ساله,"2,  خوابه",,5 ساعت پیش,آپارتمان/برج,35.731939,,51.4127613,"106,  متر","1,  پارکینگ",9 میلیارد,,مسکونی,,تهران ، منطقه 5 ، پونک جنوبی,فروش آپارتمان/برج 2 خوابه در پونک جنوبی ,مسکونی
"7,  ساله","2,  خوابه",,5 ساعت پیش,آپارتمان/برج,35.731939,,51.4127613,"90,  متر","1,  پارکینگ",8.8 میلیارد,,مسکونی,,تهران ، منطقه 5 ، پونک شمالی,90 متر/فول امکانات/پونک,مسکونی
 ساله,"2,  خوابه",,5 ساعت پیش,آپارتمان/برج,35.731939,,51.4127613,"101,  متر","1,  پارکینگ",10.2 میلیارد,101 میلیون,مسکونی,,تهران ، منطقه 5 ، پونک شمالی,101متر پونک فول نوساز خطی ویو دار,مسکونی
"10,  ساله","3,  خوابه",,5 ساعت پیش,آپارتمان/برج,35.731939,,51.4127613,"140,  متر","1,  پارکینگ",14.3 میلیارد,102 میلیون,مسکونی,,تهران ، منطقه 5 ، فردوس,140 متر 3 خواب غرق نور /استخر سونا جکوزی/15 متر تراس قابل چیدمان,مسکونی
"14,  ساله","2,  خوابه",,5 ساعت پیش,آپارتمان/برج,35.731939,,51.4127613,"84,  متر","1,  پارکینگ",7.6 میلیارد,,مسکونی,,تهران ، منطقه 5 ، پونک جنوبی,فروش آپارتمان/برج 2 خوابه در پونک جنوبی ,مسکونی
"13,  ساله","2,  خوابه",,5 ساعت پیش,آپارتمان/برج,35.731939,,51.4127613,"90,  متر","1,  پارکینگ",9 میلیارد,100 میلیون,مسکونی,,تهران ، منطقه 2 ، پونک,90مترهمیلا تاپ لوکیشن خطیروبه بیرون سالن پرده خور,مسکونی
"15,  ساله","2,  خوابه",,5 ساعت پیش,آپارتمان/برج,35.731939,,51.4127613,"85,  متر","1,  پارکینگ",7.7 میلیارد,,مسکونی,,تهران ، منطقه 5 ، پونک شمالی,فروش آپارتمان/برج 2 خوابه در پونک شمالی ,مسکونی
"15,  ساله","2,  خوابه",,5 ساعت پیش,آپارتمان/برج,35.731939,,51.4127613,"83,  متر","1,  پارکینگ",7.5 میلیارد,,مسکونی,,تهران ، منطقه 2 ، پونک,فروش آپارتمان/برج 2 خوابه در پونک ,مسکونی
"12,  ساله","2,  خوابه",,5 ساعت پیش,آپارتمان/برج,35.731939,,51.4127613,"70,  متر","1,  پارکینگ",7.5 میلیارد,,مسکونی,,تهران ، منطقه 5 ، سازمان برنامه شمالی,70 متر / اکواریوم / سازمان برنامه شمالی ,مسکونی
 ساله,"1,  خوابه",,5 ساعت پیش,آپارتمان/برج,35.731939,,51.4127613,"60,  متر","1,  پارکینگ",5.7 میلیارد,95 میلیون,مسکونی,,تهران ، منطقه 5 ، پونک شمالی,60 متر / سالن پرده خور / فول امکانات / منطقه 2 ,مسکونی
"10,  ساله","3,  خوابه",,5 ساعت پیش,آپارتمان/برج,35.731939,,51.4127613,"130,  متر","1,  پارکینگ",11.7 میلیارد,90 میلیون,مسکونی,,تهران ، منطقه 2 ، پونک,آپارتمان 130متر 3خواب فول امکانات تکواحدی زیر قیمت سالن پرده خور 2کله نور,مسکونی
 ساله,"2,  خوابه",,5 ساعت پیش,آپارتمان/برج,35.731939,,51.4127613,"63,  متر","2,  پارکینگ",5.7 میلیارد,90 میلیون,مسکونی,,تهران ، منطقه 2 ، پونک,63 متر /نوساز /کلید نخورده/منطقه 2,مسکونی
"3,  ساله","1,  خوابه",,5 ساعت پیش,آپارتمان/برج,35.731939,,51.4127613,"54,  متر","1,  پارکینگ",5.4 میلیارد,100 میلیون,مسکونی,,تهران ، منطقه 5 ، پونک جنوبی,54 متر /کم واحد نما تراورتن / سردار جنگل متری 100!,مسکونی
 ساله,"2,  خوابه",,5 ساعت پیش,آپارتمان/برج,35.731939,,51.4127613,"130,  متر","1,  پارکینگ",0,,مسکونی,,تهران ، منطقه 4 ، هروی,فروش آپارتمان130متری/2 خوابه در هروی - فرصت طلایی/فوری/مهاجرت,مسکونی
 ساله,"2,  خوابه",,5 ساعت پیش,آپارتمان/برج,35.731939,,51.4127613,"88,  متر","1,  پارکینگ",8 میلیارد,,مسکونی,,تهران ، منطقه 5 ، پونک جنوبی,فروش آپارتمان/برج 2 خوابه در پونک جنوبی ,مسکونی
 ساله,"2,  خوابه",,5 ساعت پیش,آپارتمان/برج,35.731939,,51.4127613,"87,  متر","1,  پارکینگ",8 میلیارد,,مسکونی,,تهران ، منطقه 5 ، پونک جنوبی,87منر پونک نوساز سالن پرده خور ,مسکونی
 ساله,"2,  خوابه",,5 ساعت پیش,آپارتمان/برج,35.731939,,51.4127613,"86,  متر","1,  پارکینگ",8 میلیارد,,مسکونی,,تهران ، منطقه 5 ، پونک شمالی,فروش آپارتمان/برج 2 خوابه در پونک شمالی ,مسکونی
"7,  ساله","2,  خوابه",,5 ساعت پیش,آپارتمان/برج,35.731939,,51.4127613,"160,  متر","1,  پارکینگ",0,,مسکونی,,تهران ، منطقه 4 ، هروی,فروش آپارتمان160متر 3 خوابه در هروی - فرصت طلایی خرید برتر سال,مسکونی
"10,  ساله","2,  خوابه",,2 ساعت پیش,آپارتمان/برج,35.731939,,51.4127613,"82,  متر","1,  پارکینگ",6.9 میلیارد,84 میلیون,مسکونی,,تهران ، منطقه 5 ، شهر زیبا,82 متر  / 2 خواب / بلوار تعاون ,مسکونی
 ساله,"2,  خوابه",,5 ساعت پیش,آپارتمان/برج,35.731939,,51.4127613,"81,  متر","1,  پارکینگ",8 میلیارد,,مسکونی,,تهران ، منطقه 5 ، پونک جنوبی,81متر غرق نور نوساز,مسکونی
 ساله,"2,  خوابه",,5 ساعت پیش,آپارتمان/برج,35.731939,,51.4127613,"80,  متر","1,  پارکینگ",8 میلیارد,,مسکونی,,تهران ، منطقه 5 ، پونک جنوبی,80متر نوساز پونک ,مسکونی
 ساله,"2,  خوابه",,5 ساعت پیش,آپارتمان/برج,35.731939,,51.4127613,"82,  متر","1,  پارکینگ",8 میلیارد,,مسکونی,,تهران ، منطقه 5 ، پونک شمالی,82متر نوساز غرق نور روبه افتاب,مسکونی
"6,  ساله","3,  خوابه",,5 ساعت پیش,آپارتمان/برج,35.731939,,51.4127613,"180,  متر","1,  پارکینگ",0,,مسکونی,,تهران ، منطقه 4 ، هروی,فروش آپارتمان180متری 3 خوابه در هروی - نور عالی/ویو ابدی/لوکیشن خاص,مسکونی
 ساله,"2,  خوابه",,5 ساعت پیش,آپارتمان/برج,35.731939,,51.4127613,"83,  متر","1,  پارکینگ",8 میلیارد,,مسکونی,,تهران ، منطقه 5 ، پونک جنوبی,83متر تاپ لوکیشن پونک خوش نقشه,مسکونی
 ساله,"2,  خوابه",,5 ساعت پیش,آپارتمان/برج,35.731939,,51.4127613,"84,  متر","1,  پارکینگ",8.2 میلیارد,,مسکونی,,تهران ، منطقه 2 ، پونک,فروش آپارتمان 84متری نوساز پونک ,مسکونی
"17,  ساله","2,  خوابه",,5 ساعت پیش,آپارتمان/برج,35.731939,,51.4127613,"109,  متر","1,  پارکینگ",0,,مسکونی,,تهران ، منطقه 5 ، فردوس,فروش آپارتمان/برج 2 خوابه در فردوس - منطقه 5 ,مسکونی
 ساله,"2,  خوابه",,5 ساعت پیش,آپارتمان/برج,35.731939,,51.4127613,"107,  متر","1,  پارکینگ",9 میلیارد,,مسکونی,,تهران ، منطقه 5 ، پونک جنوبی,فروش آپارتمان/برج 2 خوابه در پونک جنوبی ,مسکونی
 ساله,"2,  خوابه",,5 ساعت پیش,آپارتمان/برج,35.731939,,51.4127613,"108,  متر","1,  پارکینگ",9 میلیارد,,مسکونی,,تهران ، منطقه 5 ، پونک شمالی,فروش آپارتمان/برج 2 خوابه در پونک شمالی ,مسکونی
"3,  ساله","3,  خوابه",,5 ساعت پیش,آپارتمان/برج,35.731939,,51.4127613,"170,  متر","2,  پارکینگ",31 میلیارد,,مسکونی,,تهران ، منطقه 2 ، همیلا,170 متر /3خواب/همیلا ویو پارک نهج البلاغه/تک واحدی,مسکونی
"16,  ساله","2,  خوابه",,5 ساعت پیش,آپارتمان/برج,35.731939,,51.4127613,"70,  متر","1,  پارکینگ",6.5 میلیارد,,مسکونی,,تهران ، منطقه 5 ، فردوس,70 متر / سالن پرده خور / بلوار  فردوس ,مسکونی
"5,  ساله","3,  خوابه",,5 ساعت پیش,آپارتمان/برج,35.731939,,51.4127613,"195,  متر","1,  پارکینگ",0,,مسکونی,,تهران ، منطقه 4 ، هروی,فروش آپارتمان/برج 3 خوابه در هروی - 195متری/فرصت طلایی خریدی ارزنده,مسکونی
"7,  ساله","2,  خوابه",,5 ساعت پیش,آپارتمان/برج,35.731939,,51.4127613,"100,  متر","1,  پارکینگ",11 میلیارد,110 میلیون,مسکونی,,تهران ، منطقه 2 ، پونک,فروش آپارتمان 2 خوابه پونک منطقه 2,مسکونی
"14,  ساله","3,  خوابه",,5 ساعت پیش,آپارتمان/برج,35.731939,,51.4127613,"105,  متر","1,  پارکینگ",7.6 میلیارد,,مسکونی,,تهران ، منطقه 5 ، فردوس,105 متر / سالن پرده خور / فردوس ,مسکونی
 ساله,"2,  خوابه",,5 ساعت پیش,آپارتمان/برج,35.731939,,51.4127613,"106,  متر","1,  پارکینگ",9 میلیارد,,مسکونی,,تهران ، منطقه 5 ، پونک شمالی,فروش آپارتمان/برج 2 خوابه در پونک شمالی ,مسکونی
 ساله,"2,  خوابه",,5 ساعت پیش,آپارتمان/برج,35.731939,,51.4127613,"103,  متر","1,  پارکینگ",9 میلیارد,,مسکونی,,تهران ، منطقه 5 ، پونک جنوبی,فروش آپارتمان/برج 2 خوابه در پونک جنوبی ,مسکونی
 ساله,"2,  خوابه",,5 ساعت پیش,آپارتمان/برج,35.731939,,51.4127613,"105,  متر","1,  پارکینگ",9 میلیارد,,مسکونی,,تهران ، منطقه 2 ، پونک,فروش آپارتمان/برج 2 خوابه در پونک ,مسکونی
 ساله,"2,  خوابه",,5 ساعت پیش,آپارتمان/برج,35.731939,,51.4127613,"102,  متر","1,  پارکینگ",9 میلیارد,,مسکونی,,تهران ، منطقه 5 ، پونک شمالی,فروش آپارتمان/برج 2 خوابه در پونک شمالی ,مسکونی
"18,  ساله","2,  خوابه",,5 ساعت پیش,آپارتمان/برج,35.731939,,51.4127613,"110,  متر","1,  پارکینگ",9 میلیارد,82 میلیون,مسکونی,,تهران ، منطقه 5 ، فردوس,110 متر 2 خواب/غرق نور/سرمایه گذاری/زیر قیمت منطقه,مسکونی
"10,  ساله","2,  خوابه",,5 ساعت پیش,آپارتمان/برج,35.731939,,51.4127613,"84,  متر","1,  پارکینگ",8.2 میلیارد,,مسکونی,,تهران ، منطقه 5 ، سازمان برنامه جنوبی,فروش آپارتمان2 خوابه در سازمان برنامه جنوبی - منطقه 5 ,مسکونی
 ساله,"2,  خوابه",,5 ساعت پیش,آپارتمان/برج,35.731939,,51.4127613,"100,  متر","1,  پارکینگ",9 میلیارد,,مسکونی,,تهران ، منطقه 5 ، پونک شمالی,فروش آپارتمان/برج 2 خوابه در پونک شمالی ,مسکونی
 ساله,"2,  خوابه",,5 ساعت پیش,آپارتمان/برج,35.731939,,51.4127613,"101,  متر","1,  پارکینگ",9 میلیارد,,مسکونی,,تهران ، منطقه 5 ، پونک جنوبی,فروش آپارتمان/برج 2 خوابه در پونک جنوبی ,مسکونی
"4,  ساله","2,  خوابه",,5 ساعت پیش,آپارتمان/برج,35.731939,,51.4127613,"100,  متر","2,  پارکینگ",10 میلیارد,,مسکونی,,تهران ، منطقه 5 ، بلوار فردوس غربی,فروش آپارتمان/ 2 خوابه در بلوار فردوس غربی - منطقه 5 ,مسکونی
"15,  ساله","3,  خوابه",,5 ساعت پیش,آپارتمان/برج,35.731939,,51.4127613,"190,  متر","2,  پارکینگ",14.7 میلیارد,,مسکونی,,تهران ، منطقه 5 ، جنت اباد شمالی,190متر جنت آباد شمالی/تکواحدی,مسکونی
"5,  ساله","2,  خوابه",,5 ساعت پیش,آپارتمان/برج,35.731939,,51.4127613,"100,  متر","1,  پارکینگ",10 میلیارد,,مسکونی,,تهران ، منطقه 5 ، جنت اباد مرکزی,100متر دو خواب جنت اباد مرکزی فول امکانات ,مسکونی
"16,  ساله","2,  خوابه",,5 ساعت پیش,آپارتمان/برج,35.731939,,51.4127613,"71,  متر","1,  پارکینگ",5.7 میلیارد,,مسکونی,,تهران ، منطقه 5 ، جنت اباد شمالی,71متر یکخواب   فول جنت اباد  شمالی  ,مسکونی
